genes	logFC	logCPM	LR	PValue	FDR
SH2D3A	SH2D3A	2.64053429219075	0.896664208648771	19.7706708066003	8.73122484434351e-06	3.39041561842312e-05
CYSTM1	CYSTM1	-1.55663406050881	4.37634058146463	19.7662786334462	8.75131268670429e-06	3.39751539535564e-05
PRDM1	PRDM1	1.41123331538407	4.06443225191294	19.7620453100704	8.77071793286931e-06	3.40434729657312e-05
C14orf79	C14orf79	-3.30659417928541	2.84320333986712	19.751488492203	8.81929802042168e-06	3.42244995864255e-05
TMEM204	TMEM204	-3.178145109431	3.82137613265456	19.7511216774799	8.82099086669726e-06	3.42244995864255e-05
CCDC155	CCDC155	4.64876207586869	0.23242328862963	19.7426012941079	8.86040427906205e-06	3.43703385762256e-05
SLC13A1	SLC13A1	7.93020787753446	0.259849348095552	19.7313612743091	8.91266872860225e-06	3.45659576123901e-05
CHURC1	CHURC1	-1.56255103948115	6.00374771600115	19.7301339073593	8.91839451742236e-06	3.45810426079093e-05
PSME2	PSME2	-1.08731957309185	5.84083785555938	19.7131342091534	8.99808066960154e-06	3.48756710644944e-05
FAM213B	FAM213B	-1.67043323473976	3.59854280994839	19.7131338431885	8.99808239273501e-06	3.48756710644944e-05
LIN7C	LIN7C	-0.783300281784035	7.12988626637551	19.7064741515004	9.02949425625091e-06	3.49902192032867e-05
VSIG1	VSIG1	7.89191742699969	0.259600092125464	19.6925743441571	9.09541082749298e-06	3.52384019983903e-05
EXD2	EXD2	-1.22599354932111	4.25366861189964	19.6921042296506	9.09764866176471e-06	3.52398225518336e-05
POM121C	POM121C	1.21402437796474	3.89553732264132	19.6881452439309	9.11651612817152e-06	3.53056443022526e-05
TP63	TP63	7.88296190063758	1.04120129108553	19.6875114421445	9.11954030383865e-06	3.53100950950233e-05
HCAR2	HCAR2	7.54483362767358	0.18197145277853	19.6820015655704	9.14587307114509e-06	3.54047744190905e-05
BLCAP	BLCAP	-1.01984852149444	5.88856121550535	19.6784380814638	9.16294429067124e-06	3.54635696313628e-05
PI15	PI15	8.3121945987445	0.53456655801811	19.6735863818291	9.18623827501043e-06	3.55464198547917e-05
TRIM27	TRIM27	-1.59504193784292	4.29049143125474	19.6710428388238	9.19847408183406e-06	3.55864548856164e-05
CSRNP2	CSRNP2	0.634159481495931	5.72002803726305	19.6540359869794	9.28070771139029e-06	3.58972208520463e-05
OSER1	OSER1	-0.907867468912567	5.11745430425564	19.6533097017873	9.28423592250785e-06	3.59034938662403e-05
TMEM156	TMEM156	4.864392046423	0.54712805381262	19.652226625681	9.28949988513675e-06	3.59164753308931e-05
HIBADH	HIBADH	-1.0891133807917	5.17557207987907	19.6497119985748	9.30173302478201e-06	3.59563912265434e-05
ABHD14A	ABHD14A	-1.65968434014624	2.09277450665473	19.63833738142	9.35727054766041e-06	3.61636520057641e-05
MTMR2	MTMR2	0.599679412820469	7.16326678790939	19.6320556996939	9.38808396112146e-06	3.6275294468568e-05
PCNT	PCNT	0.709993155589486	6.00653347300555	19.6164249723125	9.4651999459388e-06	3.65657662732032e-05
TBX6	TBX6	3.00325561485824	1.04579017316936	19.6123331718713	9.48549214033134e-06	3.66366434534168e-05
KCNH3	KCNH3	3.99080214464106	1.32884333052017	19.5991785694674	9.55102529449325e-06	3.68821938427704e-05
TIGD2	TIGD2	-2.57042028986294	2.79824265792821	19.5742045891317	9.67669320230271e-06	3.73598120293085e-05
ASNS	ASNS	-1.87824845438389	6.97156732317162	19.5726285755172	9.6846790921711e-06	3.73829803941091e-05
LILRB3	LILRB3	2.51028345180753	1.23816651169282	19.5682464733653	9.70691863622811e-06	3.74611472696893e-05
SAG	SAG	7.23696667639099	0.566974885723111	19.5673062211461	9.71169717433955e-06	3.74719100357174e-05
SYNGAP1	SYNGAP1	1.7079264457946	2.7185684115905	19.5644197576342	9.72638148319862e-06	3.75208812931339e-05
AQP11	AQP11	2.10221354493709	1.19826159482519	19.5626160346148	9.73556888096721e-06	3.75486317295219e-05
DDI2	DDI2	0.810784176272474	5.23060547089939	19.561762036797	9.73992182144549e-06	3.7557728841786e-05
ARHGEF12	ARHGEF12	-0.723084732562387	8.48951506365857	19.5603593590378	9.74707569773336e-06	3.75776205968091e-05
RNF8	RNF8	-1.02284614091996	4.60082674509198	19.5496508979731	9.80186469171325e-06	3.77811129224387e-05
RPL36	RPL36	-1.26293300506119	8.02484404595456	19.5475580814816	9.81260848954015e-06	3.78147852841231e-05
ZNF177	ZNF177	3.15649512186805	-0.570225233837269	19.5461798389786	9.81969036768037e-06	3.78343348393053e-05
STUB1	STUB1	-1.66841773718353	3.44757639376732	19.5344154919593	9.88034881291815e-06	3.80602596018997e-05
PPP1R9A	PPP1R9A	6.96536201470648	0.164466662547721	19.5313164859561	9.89639018782621e-06	3.81142569340145e-05
ZNF66	ZNF66	1.9750984253562	1.71870431749395	19.5265439010271	9.92114566539646e-06	3.82017862024967e-05
RBM4	RBM4	1.32065929765927	3.04455036979401	19.5178925840099	9.96617880830792e-06	3.83673437238068e-05
EIF4A1	EIF4A1	1.31166260336229	3.23632712309732	19.5153024377398	9.97970130969079e-06	3.84115501257729e-05
SLC11A1	SLC11A1	2.64629731227823	1.73654183445223	19.5122849681325	9.99547799264973e-06	3.84644129619069e-05
TTYH3	TTYH3	-1.6678856805583	4.78077468309356	19.5013897893742	1.00526516104428e-05	3.86765245719039e-05
SBF1	SBF1	-0.861146003616454	7.15862178117125	19.4921179211677	1.01015652845736e-05	3.88567767574296e-05
RABGAP1L	RABGAP1L	0.679794753951126	5.97207752944649	19.489020397617	1.01179594439503e-05	3.89118909961028e-05
ISG20L2	ISG20L2	-1.23018580288315	4.60759593143045	19.4882051576328	1.0122278676458e-05	3.89205541677692e-05
ASB5	ASB5	5.29579974580396	0.859788309229203	19.4826594450428	1.01517096543768e-05	3.90257497286952e-05
PRKAG3	PRKAG3	7.86320426999363	-0.272581693151343	19.4792899741678	1.01696333095104e-05	3.90866743097977e-05
MYL9	MYL9	-1.94163441283033	7.42474592456127	19.4668295165356	1.0236192272059e-05	3.93344642031599e-05
OCRL	OCRL	-0.649581929014677	5.47182861963635	19.4658529582403	1.02414271165747e-05	3.93465517924217e-05
COQ9	COQ9	-1.10284926873301	4.07130015911336	19.4607700669723	1.02687174130369e-05	3.94433520374716e-05
ACACB	ACACB	1.78744109634261	3.15020203809538	19.4581927417081	1.02825830875671e-05	3.9488557766752e-05
MKRN1	MKRN1	-0.869935677430259	6.25741909887521	19.455952035426	1.02946530714255e-05	3.95268504167494e-05
YEATS2	YEATS2	0.624286769338082	6.40691453651319	19.4504615357833	1.03242888473276e-05	3.96301882026694e-05
SAMD3	SAMD3	2.68619129757378	2.46537457435877	19.450186492118	1.03257756868528e-05	3.96301882026694e-05
ETAA1	ETAA1	-0.930888845216706	4.7813784566315	19.4474217736845	1.0340733234805e-05	3.96795087634644e-05
BAK1	BAK1	-1.67035083216566	4.28619796615753	19.4444982731255	1.03565734847085e-05	3.97321956483023e-05
HECTD2	HECTD2	1.00212141444663	6.82276247713601	19.4436845952098	1.03609865257141e-05	3.97410303948621e-05
FOXN2	FOXN2	0.805735410721701	6.47822164751509	19.4403380635417	1.0379156543253e-05	3.98026176296241e-05
RBM15	RBM15	1.10863249818712	5.23586923966976	19.4397387295872	1.03824140077377e-05	3.98070038696508e-05
ABCG4	ABCG4	3.28932089749788	1.13077353183618	19.439116289608	1.03857981433837e-05	3.98118738926004e-05
ADAM2	ADAM2	6.84763342666844	-0.0381651598992558	19.4380308782821	1.03917020516715e-05	3.98263990108119e-05
KLHL22	KLHL22	-1.3169690079652	4.62535683019481	19.4234478390189	1.04713515555757e-05	4.01234921355357e-05
SELL	SELL	4.37222104338896	0.364732075880308	19.4199177057958	1.04907243811e-05	4.01895468407764e-05
MYO19	MYO19	0.98704489261874	6.12257983739864	19.4188541498345	1.049656806339e-05	4.02037556107025e-05
TIA1	TIA1	0.897864923318982	6.88241795371705	19.417421163839	1.0504446738969e-05	4.02257514101266e-05
ITGAX	ITGAX	7.16385251677424	0.233240804359059	19.403500674884	1.05812924390529e-05	4.05117870511656e-05
TRPM5	TRPM5	4.53356558941771	0.587671762856667	19.4009926543639	1.05951974341686e-05	4.05567791214832e-05
TSC22D1	TSC22D1	-1.33528679206608	5.98375185413229	19.39272565747	1.06411614566935e-05	4.07244449733608e-05
CSF3R	CSF3R	7.95365820686504	0.0260769088890134	19.3910294563349	1.06506169630578e-05	4.07523505211839e-05
TMEM106C	TMEM106C	-1.66619109567354	4.818039773579	19.3865480137888	1.06756394620989e-05	4.08397964634795e-05
FMO3	FMO3	7.60855063809943	0.180694726708623	19.3708960680815	1.07634974067214e-05	4.11675358774949e-05
ZNF175	ZNF175	1.11700688357863	5.01488488936994	19.3645175507593	1.07995093710574e-05	4.12968852761675e-05
TNNI1	TNNI1	7.50050322702626	-0.121135380909126	19.3619322201112	1.08141401176915e-05	4.13413324546786e-05
SLC25A42	SLC25A42	-1.83463346505572	2.7788993789574	19.3616880359229	1.08155230183296e-05	4.13413324546786e-05
NUP50	NUP50	1.13993729660598	7.09963579984014	19.36078916428	1.08206151736e-05	4.1352403726544e-05
WRB	WRB	-0.948312803094635	5.16479472055586	19.3593383084167	1.08288394278742e-05	4.13754378058743e-05
ACN9	ACN9	-2.17629073227395	2.10942135358736	19.3483808529028	1.08911554012399e-05	4.16050972964605e-05
WDTC1	WDTC1	-1.24625788168483	4.39378192770644	19.3405546972263	1.09358837286786e-05	4.1767491028636e-05
NEDD4L	NEDD4L	2.6803035036367	4.41662616700919	19.3323502434515	1.09829721762877e-05	4.1938831102195e-05
ZBTB42	ZBTB42	-4.64970164294655	1.75454866993939	19.3290609614638	1.1001907729005e-05	4.20026207703937e-05
TMPRSS5	TMPRSS5	3.3745369091199	0.710105339280808	19.3230266474952	1.10367310015185e-05	4.2127027756708e-05
DAP	DAP	-1.58260544860503	6.07704040927792	19.3208066533949	1.10495701410362e-05	4.21658798834769e-05
NOTCH2NL	NOTCH2NL	1.45633093253876	5.52947624631318	19.3204926049282	1.10513876230469e-05	4.21658798834769e-05
LINC00999	LINC00999	2.80630251024312	0.971200346002088	19.3183403949067	1.10638511152392e-05	4.22048831382015e-05
RPL21	RPL21	-1.02631213918512	9.17073343589607	19.3102560980642	1.11107936573335e-05	4.23753699774324e-05
BRF1	BRF1	0.689703590931828	5.00745902460949	19.3052822771879	1.11397741306244e-05	4.24772962547172e-05
PIH1D2	PIH1D2	2.18916034032249	2.28499112691742	19.2911038046555	1.12228037076749e-05	4.2785235268551e-05
TAGLN3	TAGLN3	4.20488297293239	1.56417353377225	19.2861273605477	1.12520930174055e-05	4.28882144903455e-05
FBF1	FBF1	1.36793520174722	2.69895745825019	19.2790545736144	1.12938526598336e-05	4.30386740474799e-05
KIF3C	KIF3C	-1.2219698766327	4.87143694049173	19.2709031528718	1.13421739226419e-05	4.32140727261004e-05
C9orf85	C9orf85	1.01798045763777	4.39089456112237	19.2577819606235	1.14203922094483e-05	4.3503286100433e-05
DHX34	DHX34	1.19371388923594	4.44463480869262	19.2497796631838	1.14683613220983e-05	4.36771787217549e-05
ZNF732	ZNF732	2.80276938427354	1.0128638852433	19.2387654396209	1.15347162413964e-05	4.39210090930487e-05
LRP8	LRP8	0.968820210172998	4.71875008412027	19.2161101279289	1.16724171852347e-05	4.44363519000457e-05
LAYN	LAYN	-1.47905233421411	6.94246352273906	19.203117384562	1.17521317780976e-05	4.47307796638868e-05
NDNL2	NDNL2	-3.57026371530084	4.15119110972508	19.2025482413061	1.17556361230309e-05	4.47350768044131e-05
HDAC11	HDAC11	-1.53909318683677	3.5818518927711	19.1966904499179	1.17917649168202e-05	4.48576667396171e-05
NUDT16L1	NUDT16L1	-1.94534147142958	3.40799810648169	19.1965529258888	1.17926144548316e-05	4.48576667396171e-05
CINP	CINP	-0.942025860532603	4.77171507562983	19.1917521776709	1.18223090474163e-05	4.49529015616623e-05
C16orf58	C16orf58	-0.950056445447491	4.89035508696716	19.1917335289159	1.18224245438811e-05	4.49529015616623e-05
PFDN2	PFDN2	-1.0288583412118	4.55017638626752	19.1884610894151	1.18427091450552e-05	4.50209409222496e-05
NOSTRIN	NOSTRIN	2.75888640152463	1.55368500460399	19.1600042086075	1.20205824287987e-05	4.56879170295795e-05
NOM1	NOM1	0.954694156925453	5.66030341386921	19.1586482480242	1.20291246771782e-05	4.57111592101083e-05
RRAS2	RRAS2	-1.41459719023006	6.8032806170238	19.1470057743552	1.2102720985049e-05	4.59815501939537e-05
ARHGEF10	ARHGEF10	0.600570095430235	6.22947686650055	19.14341973897	1.21254805771947e-05	4.6058728461135e-05
LAMB1	LAMB1	-1.98962912373195	8.37483318851453	19.1409583668941	1.21411271068066e-05	4.61088620291368e-05
CD80	CD80	4.37487960707843	0.255318455289325	19.1347985036557	1.21803732452191e-05	4.62485825256475e-05
NXPE3	NXPE3	-1.06816576050494	5.25585618650191	19.129236697714	1.22159184345277e-05	4.63741971129733e-05
FANCF	FANCF	-2.87416109419798	2.93025183481431	19.1279241163568	1.22243222494046e-05	4.63967474653441e-05
SUPT3H	SUPT3H	1.45029224985976	4.18560686348821	19.1221178213212	1.22615668086269e-05	4.65287301444429e-05
MEST	MEST	3.46830032990784	3.32285578311471	19.1147798725767	1.23087992360261e-05	4.66985527824496e-05
PAF1	PAF1	-0.634409372005582	5.53297374882907	19.113524969129	1.23168949918788e-05	4.67198556660732e-05
UTP14C	UTP14C	-0.817831464997751	5.22275948212274	19.1104703865451	1.23366233697301e-05	4.6785265389071e-05
DFFA	DFFA	-1.09077883192084	5.57421339297608	19.1066212950832	1.23615283696186e-05	4.68702765824495e-05
PROCA1	PROCA1	2.64156527970179	2.32020443552757	19.1062282918319	1.23640740804297e-05	4.68704925838834e-05
ASGR1	ASGR1	2.89164482561305	1.27661771728482	19.1047076151356	1.23739293492554e-05	4.68984124440586e-05
CCDC129	CCDC129	6.13599055815919	0.835503457402184	19.085544433306	1.24988011397417e-05	4.73621573168522e-05
OGT	OGT	0.774795599361706	8.09448750437902	19.085108920444	1.25016537025973e-05	4.73634367694661e-05
FAM184B	FAM184B	2.75722807961303	1.57440272775025	19.082871914955	1.25163161571936e-05	4.74094493540683e-05
MAST4	MAST4	1.42511002635639	4.07006407927819	19.07735452726	1.25525537469721e-05	4.75371495509203e-05
RPS28	RPS28	-1.56453464300293	7.27699768764891	19.0764064925817	1.25587909322582e-05	4.75512082081261e-05
ZNF705A	ZNF705A	4.1088395261093	0.535472562379887	19.0744273954718	1.25718215801925e-05	4.75909780542243e-05
IKZF4	IKZF4	1.82952430310789	2.56505842561736	19.0708029510254	1.25957206332712e-05	4.76718662954979e-05
NELL2	NELL2	4.65180489696509	0.744787296236678	19.0685298545357	1.26107323710629e-05	4.77190923737648e-05
KCNJ6	KCNJ6	4.09854664089751	1.66902594957423	19.0672193132778	1.26193954699571e-05	4.77422810136002e-05
FAAH	FAAH	2.13672911783802	2.05490332817448	19.0668163260366	1.26220605463608e-05	4.7742772900103e-05
PPP1R13L	PPP1R13L	1.97975398318119	3.13491927245717	19.0592867113192	1.26719602370407e-05	4.79218930008409e-05
PNPLA1	PNPLA1	4.81991680549886	0.397898016065373	19.0512447464422	1.27254741465796e-05	4.81146064249216e-05
METTL24	METTL24	4.48977550413825	0.351428803389147	19.0452390369453	1.27655861125351e-05	4.82565803407014e-05
CFTR	CFTR	5.46319829580406	0.367827485485546	19.0415068427241	1.27905772799292e-05	4.83413489690764e-05
CCDC134	CCDC134	1.56053941709142	2.80197294794892	19.0365674756766	1.28237273620437e-05	4.84569136054111e-05
ANO10	ANO10	-0.821245864296748	6.19399963282397	19.0251457004381	1.29007143207014e-05	4.87380446944374e-05
C2orf66	C2orf66	4.08604918831614	0.859849507547896	19.0244641339274	1.29053229768597e-05	4.87456774214196e-05
NT5DC1	NT5DC1	1.61674253113367	4.2063313710715	19.0065803441019	1.30268433001011e-05	4.91948144918397e-05
NAT6	NAT6	-2.21867306574794	1.89295059439357	19.0030256327079	1.30511341245886e-05	4.92766657915753e-05
SEPT4	SEPT4	2.92592256899664	1.47033848554022	19.0010057860042	1.30649568402998e-05	4.93189681646354e-05
TUBGCP4	TUBGCP4	0.851739301214448	4.73926202789731	18.9979143562664	1.30861413555389e-05	4.9389038105985e-05
ABL2	ABL2	0.821331760458892	8.0918679820128	18.9957673012381	1.31008746883673e-05	4.94347371280347e-05
TUBA1B	TUBA1B	-2.20486829779562	7.82869630321687	18.9931837644346	1.31186252927003e-05	4.94918009089394e-05
AMELX	AMELX	7.45584787366748	0.0883709841234254	18.9843606301863	1.31794283492114e-05	4.97112305428996e-05
COG8	COG8	-1.14166080814208	3.4174996283719	18.9647011099199	1.33159282635212e-05	5.02160346389458e-05
USP10	USP10	0.779558901380714	6.46508672677236	18.9633120009658	1.33256266533572e-05	5.02425479004358e-05
TDRD12	TDRD12	2.92791194390503	1.00508159796763	18.9596310233569	1.33513605805304e-05	5.0329498361315e-05
CNR2	CNR2	3.92417624361942	0.306963061931856	18.9557670851521	1.33784272896989e-05	5.04214370916347e-05
HPGDS	HPGDS	4.60304579626993	-0.411967668549456	18.9452566319281	1.34523316784037e-05	5.06817599407286e-05
NSUN7	NSUN7	3.8489935317078	0.681188890559203	18.945178650586	1.3452881534737e-05	5.06817599407286e-05
IER2	IER2	1.12538028035387	4.44804382807905	18.9447360058014	1.34560031069701e-05	5.06833813027138e-05
NDRG1	NDRG1	-1.51821670521453	6.83576708152127	18.9397495506163	1.34912183471982e-05	5.08058618541861e-05
PIGR	PIGR	7.60350584222968	0.613955037522319	18.938845220764	1.3497614794595e-05	5.08197879701337e-05
INIP	INIP	-1.20915212257268	5.18929622157224	18.9357915886858	1.3519236061538e-05	5.08910199374267e-05
SLC34A2	SLC34A2	8.5015212391304	0.204205013995731	18.9208393429726	1.36256087549276e-05	5.12767963747506e-05
SCMH1	SCMH1	0.65275008308683	5.11821777614341	18.9206217032677	1.36271632695602e-05	5.12767963747506e-05
USP3	USP3	1.0386000756358	5.41351845773617	18.9153095948394	1.36651608442836e-05	5.14095034319604e-05
QTRTD1	QTRTD1	0.963121295531203	5.87320678358805	18.912284382049	1.36868477627287e-05	5.14808076523805e-05
SLC2A2	SLC2A2	4.53566396684364	0.452181112158665	18.9118384637703	1.36900473499101e-05	5.14825602517687e-05
SLC25A13	SLC25A13	0.799176819329243	4.93215933768982	18.8967381332471	1.37988409771189e-05	5.1881328033955e-05
POLR2E	POLR2E	-0.948511793700136	5.89594121301073	18.8919734732017	1.38333489003235e-05	5.20006905867849e-05
NDUFV1	NDUFV1	-0.626417925134477	6.14855576578413	18.8901191704851	1.3846802054637e-05	5.20408746946673e-05
BIN3	BIN3	0.866251141306778	4.59278593047974	18.8837384218151	1.38931955143005e-05	5.22048186593819e-05
MCUR1	MCUR1	-1.11463457966058	5.20251770300447	18.8808511706335	1.39142395519892e-05	5.22734636909263e-05
OR11H4	OR11H4	7.43737703677217	-0.0275421991671572	18.8661550617949	1.4021850913692e-05	5.26672353924136e-05
FAP	FAP	-1.6890564024944	7.69735505967137	18.8623195080228	1.40500738055255e-05	5.27627198363832e-05
ZNF462	ZNF462	1.95788953682355	4.22690297996848	18.8498091362518	1.41425251438739e-05	5.30993173912635e-05
TMEM5	TMEM5	-1.26475605998049	3.96424860702663	18.848263207157	1.41539918550982e-05	5.31317776773101e-05
TC2N	TC2N	3.07787287802264	3.4754830244673	18.838707240437	1.42250794322939e-05	5.33879874349124e-05
ASB7	ASB7	0.855360935492669	5.03839262265526	18.8327113132174	1.42698665701543e-05	5.35454068770105e-05
USP36	USP36	0.96568696627168	5.2438810391966	18.8305070541739	1.42863670672639e-05	5.35966436210721e-05
PHKG1	PHKG1	1.91515500043161	2.00679240053001	18.8283868644825	1.43022563235094e-05	5.36455672855312e-05
MROH6	MROH6	2.20303307711395	1.5489708567378	18.8224839413707	1.4346587932666e-05	5.38011331214454e-05
EFHD2	EFHD2	-1.92681732129183	4.6338789357103	18.8210730560662	1.43572042571947e-05	5.38302265131887e-05
DNAJC27	DNAJC27	1.46163129521877	4.14683548185928	18.8139108068387	1.441121901461e-05	5.40219919789313e-05
ASB14	ASB14	1.8735027254813	1.72008037266664	18.8130329011793	1.44178538467321e-05	5.40299576374051e-05
AP4E1	AP4E1	0.6608108211034	6.26283912951861	18.8128704689242	1.44190817759039e-05	5.40299576374051e-05
NACC1	NACC1	-1.39115199809276	5.20927951819105	18.8113842585949	1.44303218673276e-05	5.40613192216789e-05
TCIRG1	TCIRG1	-1.34441918274292	6.0724323563467	18.8100428463906	1.4440474417511e-05	5.40885948100608e-05
GNAI3	GNAI3	-0.717512376360999	7.70285727587496	18.8000486505459	1.45163422065189e-05	5.43619552148282e-05
PSMA1	PSMA1	-0.859823087397842	5.07936069539976	18.7976526328023	1.45345902339895e-05	5.44178892398793e-05
FBXO41	FBXO41	2.57902030808536	2.5310325352589	18.7973289274812	1.45370573337138e-05	5.44178892398793e-05
DNAJC5B	DNAJC5B	7.04267403214245	-0.345857044511339	18.792392622346	1.45747312239787e-05	5.45480749485674e-05
KCNIP2	KCNIP2	2.9537585455709	0.438197091103334	18.790983635346	1.45855025937192e-05	5.45775422903862e-05
STS	STS	-2.33000985678468	5.24654528774954	18.7880784968658	1.46077369288199e-05	5.46498827136402e-05
TCF7L1	TCF7L1	1.95526663163764	1.60781399701184	18.7821094540467	1.46535275912255e-05	5.48103048908738e-05
SEMA4C	SEMA4C	-1.7217014061158	4.06556965873303	18.7810667621784	1.46615412318711e-05	5.48293895988541e-05
AGBL5	AGBL5	1.14340340769503	5.62153979333321	18.7799742692465	1.46699423420741e-05	5.48499154513167e-05
SLC7A11	SLC7A11	-2.63503590278977	7.70855420699342	18.7762503540217	1.46986150477408e-05	5.49462122259038e-05
NFX1	NFX1	0.714478262902104	6.45542943575024	18.7736537500101	1.47186411932858e-05	5.50101547118777e-05
SH2B3	SH2B3	-1.35668195897949	6.1190881852469	18.7611797264039	1.4815229021039e-05	5.53601603478626e-05
TMEM132A	TMEM132A	-2.73706650986342	3.83205531299267	18.7552020735931	1.48617400618724e-05	5.55229419927082e-05
PLEKHM2	PLEKHM2	-0.749269427825757	6.21692368340924	18.7521711715975	1.48853789677126e-05	5.56002265170431e-05
CCNG1	CCNG1	-0.996153179113163	7.04447435305998	18.7469595140248	1.49261145651861e-05	5.57413277029841e-05
AZU1	AZU1	7.44958152641705	0.849968377007705	18.7442107292973	1.49476448236511e-05	5.58106651395363e-05
HS2ST1	HS2ST1	-1.17181120160054	4.99394412680982	18.743222730099	1.49553910901436e-05	5.58285194054856e-05
TMEM173	TMEM173	-2.24751224435208	5.55195210828568	18.7368077080308	1.50057853253138e-05	5.60055400379776e-05
ATR	ATR	0.623007286168443	6.72053938134242	18.7337059065	1.50302131599236e-05	5.60855962831071e-05
ELFN1	ELFN1	-2.4153101791142	2.67277347288647	18.719773461264	1.51404298713774e-05	5.64856806195822e-05
NUTM2G	NUTM2G	2.91086305974217	0.817168436359504	18.7185045604331	1.51505081284459e-05	5.65120854789108e-05
SAYSD1	SAYSD1	-2.68103736643593	3.44684172182721	18.7170478018261	1.51620867561461e-05	5.65440752234654e-05
GNPDA2	GNPDA2	-0.646009702767149	5.49300502474507	18.7162030557894	1.51688050483032e-05	5.65579302068291e-05
CDHR1	CDHR1	7.44577309190444	-0.34471019252188	18.7093299518374	1.52235783096159e-05	5.67509204879247e-05
PAGE2B	PAGE2B	7.21355074576858	0.021132650516831	18.7072965750015	1.52398207781379e-05	5.68002265415935e-05
GRIK5	GRIK5	5.67653073069805	1.16031045778682	18.7020700376405	1.52816498964358e-05	5.6944858033157e-05
C19orf66	C19orf66	-2.11187812096311	3.13334082350846	18.691867110851	1.53636387138854e-05	5.72390520076366e-05
C7orf25	C7orf25	2.19340792696239	1.36254890496488	18.6783286326515	1.54731139026209e-05	5.76355130791255e-05
TMPRSS11D	TMPRSS11D	4.61548385512616	1.28154014605539	18.6709612141147	1.55330173594627e-05	5.78472050485984e-05
SLC25A32	SLC25A32	-0.889895983769186	6.15689955072666	18.6705760471412	1.55361554980162e-05	5.78474528458162e-05
STK4	STK4	0.72915030755876	6.17053322976259	18.6679115641528	1.5557881754729e-05	5.79168980207179e-05
GTF2H5	GTF2H5	-0.954427833682719	4.9435233037542	18.6659123072681	1.55742037791387e-05	5.7966201536071e-05
TBC1D32	TBC1D32	0.936006098627309	4.57390999666428	18.6618722149353	1.56072397914695e-05	5.80776816820284e-05
TNFRSF12A	TNFRSF12A	-1.20903006719684	8.00647634358747	18.661477996998	1.56104670954599e-05	5.80782154896873e-05
INSL6	INSL6	3.53402859253416	0.34704565786648	18.6493081540155	1.57104271423186e-05	5.8438568906041e-05
PIGV	PIGV	-1.33253359792411	3.70995079629705	18.6475763757444	1.57247036933196e-05	5.84801233523475e-05
POLQ	POLQ	3.35509145053556	4.66716106387502	18.6427365955994	1.57646713340929e-05	5.86171876080892e-05
NCKAP5L	NCKAP5L	0.956698509779997	5.32276884606721	18.6414099951754	1.5775644408376e-05	5.86464096215842e-05
GNB2L1	GNB2L1	-0.965736253103804	9.94940652995019	18.6397836894882	1.57891069847177e-05	5.86848730695064e-05
ARL5B	ARL5B	1.09390098763902	6.80106041821804	18.6387995684697	1.57972591528101e-05	5.87035875345051e-05
DUOX2	DUOX2	8.40672899284252	0.0146634535506692	18.6326766286557	1.58480748437711e-05	5.88756463007264e-05
FCGR1A	FCGR1A	7.67239368729215	-0.0513774681325784	18.6324675512626	1.58498129211853e-05	5.88756463007264e-05
MED25	MED25	1.23489161871854	3.55235446226825	18.6311494321264	1.58607749622833e-05	5.89047475576183e-05
INPP5J	INPP5J	4.03023530267905	0.810822980023651	18.6292506712335	1.58765792549558e-05	5.89518172532693e-05
UPRT	UPRT	-1.16041871557457	3.81721802265792	18.6268381724882	1.58966824510227e-05	5.90148276365289e-05
SHPRH	SHPRH	0.755566293709376	5.76817674141258	18.623683731091	1.59230067835914e-05	5.91009039722854e-05
CPB1	CPB1	6.79301184867827	0.0921626262164368	18.6194821345319	1.5958137810917e-05	5.92196274666009e-05
AHI1	AHI1	0.854972605311474	6.28066162708504	18.6189527295598	1.59625698713874e-05	5.92226777367062e-05
YLPM1	YLPM1	0.794096401925146	5.80235289797854	18.6186327791842	1.59652490240141e-05	5.92226777367062e-05
WDR17	WDR17	2.74694107638036	1.49779909561593	18.6155968878894	1.59906930025089e-05	5.93053803301006e-05
FGFRL1	FGFRL1	-2.09624463914375	5.2189910884005	18.6071294265573	1.60618747094559e-05	5.95576464664665e-05
SPATC1L	SPATC1L	-1.96671035989202	1.66470915935309	18.6023591343261	1.61021162338653e-05	5.96951092583435e-05
HECA	HECA	-1.57882057304452	5.83008572678238	18.6016304690953	1.61082720623215e-05	5.97061774748475e-05
CDKN2B	CDKN2B	-1.08568446603989	3.78248168914722	18.5954395295372	1.61606691193037e-05	5.9888603212091e-05
PLA1A	PLA1A	8.28831994751518	-0.0843972427583712	18.5857938478557	1.62426467649592e-05	6.01805560740658e-05
EPHA10	EPHA10	7.9189353638589	0.110448782919151	18.5811103709162	1.62826016617792e-05	6.03167264154773e-05
IGSF11	IGSF11	4.36544403452963	1.16069524130378	18.5765041414346	1.63219938488016e-05	6.04507591257582e-05
ZC3H10	ZC3H10	1.27160706743768	3.10054270297177	18.5750416099899	1.63345213373445e-05	6.04852615702337e-05
PSMD12	PSMD12	0.706977465924596	6.8176481305226	18.5715554561831	1.63644213670434e-05	6.05840667594906e-05
RNF43	RNF43	7.54335539078006	0.0401543190327411	18.5710575137389	1.63686966023303e-05	6.05879841021396e-05
MED13L	MED13L	0.627015959317572	8.10909787391757	18.5657233926314	1.64145647493235e-05	6.07458239190431e-05
