genes	logFC	logCPM	LR	PValue	FDR
COMMD4	COMMD4	-1.26195842160533	4.92361534000143	99.8356852714739	1.65579803975965e-23	1.12333013266547e-22
MTAP	MTAP	-2.26301554158156	5.56318832669867	99.8287800286284	1.66158113004574e-23	1.12684758452112e-22
SH2B3	SH2B3	-1.83409543750249	6.1190881852469	99.8164729263707	1.67193837275748e-23	1.13346347639099e-22
BEST3	BEST3	4.15915255233278	1.0035978111299	99.7903165067177	1.69416569077749e-23	1.14811883607098e-22
MEGF11	MEGF11	2.84941679010827	1.91543673882652	99.7869977051199	1.69700700489538e-23	1.14963068069046e-22
SUPT3H	SUPT3H	1.93057451947787	4.18560686348821	99.7756390578299	1.70676756345451e-23	1.15582716729733e-22
AASDHPPT	AASDHPPT	-1.71840694473811	5.47017063794836	99.7748292825318	1.70746554895395e-23	1.15588420860711e-22
COX14	COX14	-2.25771710600633	3.50079835017199	99.7727908635489	1.7092238275322e-23	1.15665872597607e-22
DDIT4L	DDIT4L	-3.04548809958584	2.4197432987088	99.7095374097232	1.764693673572e-23	1.19376709606255e-22
MAPKAPK2	MAPKAPK2	-0.732243217431563	6.69163480493	99.6894813063836	1.78265500759437e-23	1.20548444373518e-22
CCNA1	CCNA1	4.14365859448975	0.570727514998858	99.671881635505	1.79856703745935e-23	1.215808076686e-22
CLEC18A	CLEC18A	5.57726073346298	0.372471362543644	99.6501897964029	1.81837441493043e-23	1.22875656104718e-22
CD164	CD164	-1.08504746654034	8.47997703607121	99.6242081942334	1.84238625805776e-23	1.24453588228127e-22
HNRNPK	HNRNPK	-0.685326776627267	8.99542314836586	99.6156679395572	1.8503480971379e-23	1.24946596319104e-22
FER1L6	FER1L6	2.88074766139373	2.46717601565081	99.6022565781128	1.8629206429537e-23	1.25750481966835e-22
RBM15B	RBM15B	-1.64779328447245	5.61559242885089	99.573969487486	1.88971937910644e-23	1.27513740833793e-22
PSMD4	PSMD4	-0.826051868297933	6.72274086003397	99.5725905900549	1.89103553580203e-23	1.27556849017764e-22
FGR	FGR	5.00519820827501	1.31265742643843	99.5675243649221	1.89587912194226e-23	1.27837778387177e-22
SRI	SRI	-1.50787072562909	5.74280864376281	99.4707752076222	1.99079488396014e-23	1.34189835539089e-22
GPR68	GPR68	-3.35673189584935	4.44806924278087	99.4576414867134	2.00404094689677e-23	1.35034358328826e-22
CASR	CASR	6.58938038754486	0.747321304029497	99.4469765361522	2.01486194931225e-23	1.35714932372666e-22
ATP5J	ATP5J	-1.22445730949375	4.89898240313812	99.4291199269436	2.03311083779124e-23	1.36895160558178e-22
ATP10D	ATP10D	-1.20153860336365	6.53300432448093	99.3993104492148	2.06394426152574e-23	1.38921594986827e-22
UEVLD	UEVLD	0.915668532623727	6.34634948385505	99.3488076650528	2.11725293793181e-23	1.4245882307992e-22
AGO3	AGO3	0.947623920185974	6.43011994464118	99.2515548538692	2.22381938437081e-23	1.49575680235198e-22
MSANTD4	MSANTD4	-1.71470331585251	5.17598933685231	99.2340490962079	2.24356370753496e-23	1.50849822577672e-22
C9orf64	C9orf64	-1.31894520065836	4.7329557891201	99.1983460358738	2.28437746183677e-23	1.53539188932091e-22
DDX43	DDX43	3.68171059198218	1.55898568180614	99.1955030317154	2.28765917047959e-23	1.53704906020842e-22
HOOK2	HOOK2	1.50124220808016	3.83576526182373	99.1403171626139	2.35230319149306e-23	1.57991890176137e-22
C19orf53	C19orf53	-1.66469432041055	5.59719943247029	99.110704004742	2.38774166334535e-23	1.60314933140046e-22
MATN1	MATN1	4.39905805156419	1.12734550618298	99.0787774619841	2.42654703239509e-23	1.62862296012461e-22
GK5	GK5	1.00582236338408	5.34591031385615	99.034207626275	2.48177699414016e-23	1.66509818776778e-22
TUSC2	TUSC2	-1.79023460422335	3.57025271711423	98.9870362066172	2.5416009348063e-23	1.70462857568401e-22
ABTB2	ABTB2	1.89913019089509	4.54819867040991	98.954039025581	2.58430407266709e-23	1.73265213957064e-22
CSNK1G2	CSNK1G2	-1.50068195679952	5.3320049049053	98.904856306781	2.64928925836772e-23	1.77558948764553e-22
EPC2	EPC2	0.95556421296195	5.90634388737586	98.8772328697315	2.68650231415957e-23	1.79988965074946e-22
HTATSF1	HTATSF1	-0.891214465839702	5.99421912991365	98.8606151309604	2.70914037912956e-23	1.81441112233808e-22
BCORL1	BCORL1	2.22451208669759	3.27125509665258	98.7777454224245	2.82491266511207e-23	1.89127551447052e-22
SAP30L	SAP30L	-1.53802384613901	5.07172814131725	98.7531426308352	2.86022700284327e-23	1.9142379226918e-22
LGALS4	LGALS4	6.15554360617916	1.58759427684954	98.6936060384236	2.94752254274615e-23	1.97196064112036e-22
ATP2B4	ATP2B4	-1.32467059761838	8.78021331003719	98.6690372535007	2.98431868792138e-23	1.99586909977356e-22
TSPAN17	TSPAN17	-2.42204186739934	5.31033284956144	98.6282088682559	3.04648543324694e-23	2.03672205056229e-22
NINL	NINL	1.64525746169547	4.13260691112954	98.6095853772245	3.07527076735981e-23	2.05523684746939e-22
COX5B	COX5B	-1.2892220527735	6.12946749501372	98.5949708876192	3.09804997336061e-23	2.06972597191558e-22
TXNDC15	TXNDC15	-1.96016535043365	6.41201032420898	98.5792282916936	3.12277637071361e-23	2.08550522658331e-22
RIN1	RIN1	-1.42069271770101	4.04862404668007	98.5628307771503	3.14874132632919e-23	2.10210015592902e-22
PHKG1	PHKG1	2.61438066609494	2.00679240053001	98.5599005139044	3.15340399733139e-23	2.10446695541255e-22
EXOC7	EXOC7	-0.779142503959694	6.35041722640862	98.493941317486	3.26020590678792e-23	2.17497193916177e-22
BCAT1	BCAT1	-1.93532973028827	8.76480991947546	98.4896567971116	3.26726729203891e-23	2.17891093877368e-22
S100A6	S100A6	-1.70529735586144	10.3540758539345	98.4800882205837	3.28309269287441e-23	2.18868972335943e-22
TBL2	TBL2	-1.59792426154443	5.93642679759054	98.4498389423005	3.33362780963887e-23	2.22159280038672e-22
TSPYL2	TSPYL2	1.36457539464136	5.49247444223185	98.3578268918483	3.49217809943745e-23	2.32643049687674e-22
TXNDC11	TXNDC11	-1.42431928020056	4.84900774386014	98.3565408263495	3.4944468095949e-23	2.32711869749296e-22
DOK4	DOK4	-1.44160702587177	5.30683347827771	98.3149803146335	3.5685614647129e-23	2.37563513838594e-22
C12orf73	C12orf73	1.62198497197296	3.39555813538688	98.3003389026451	3.59504422746698e-23	2.39241936169207e-22
NCKAP1L	NCKAP1L	4.86374268450134	0.550866937445873	98.2913569390449	3.61138761088282e-23	2.4024465869218e-22
TSC22D3	TSC22D3	-2.42356900352932	5.17381584715504	98.2787183262476	3.63451048204033e-23	2.41697513800373e-22
ITGA2	ITGA2	-2.23926622962272	8.58204578739005	98.2543624803167	3.67948899192471e-23	2.44602245622725e-22
LUM	LUM	-3.36395889077998	8.62308025235783	98.1948961820543	3.7916597995391e-23	2.51925825718903e-22
SLC30A8	SLC30A8	5.92596625748626	1.27979942220548	98.1945456214137	3.79233109920401e-23	2.51925825718903e-22
TAF2	TAF2	0.807308453096565	7.00810278523648	98.1827482219466	3.81499176074e-23	2.53341818864656e-22
LILRB3	LILRB3	3.46369284189673	1.23816651169282	98.1771758437968	3.82574233065053e-23	2.53966180166167e-22
TTC21A	TTC21A	2.19989484740652	2.5545792487143	98.1409881243746	3.89629902992792e-23	2.58558842955013e-22
VSTM5	VSTM5	3.70723699611836	1.86228657302353	98.1392970713295	3.89962779216329e-23	2.58688588269853e-22
CCDC71	CCDC71	-2.20897418778725	3.30771748244719	98.1310869317975	3.91582955771746e-23	2.59671894579201e-22
ARL9	ARL9	4.00381585184678	1.55021230641839	98.0957020367721	3.98643150759214e-23	2.64260698987972e-22
SPINK13	SPINK13	7.73959937269479	0.00405020470720086	98.0858405980025	4.00633349138393e-23	2.65486553987451e-22
ZNF202	ZNF202	1.45526653931241	4.55401135683395	98.0622615902479	4.05432357392076e-23	2.68572197916461e-22
MKNK1	MKNK1	1.41346821932039	4.63329635472998	98.031796261118	4.11718166562378e-23	2.72640233152928e-22
SLC17A3	SLC17A3	7.90940625393371	0.465350134750572	97.9816527369115	4.22277068902598e-23	2.79534061112219e-22
FBXO10	FBXO10	1.57244004661244	3.14005752080523	97.9795535345369	4.22724964406782e-23	2.79732229609028e-22
ERH	ERH	-0.819979478907692	6.46694633256299	97.9074783703688	4.38394913684544e-23	2.89999698258553e-22
KIAA1715	KIAA1715	-0.95282938326188	6.85320744027122	97.902974469272	4.39393179673034e-23	2.90557996937579e-22
EDEM2	EDEM2	-1.48384292808769	4.56010144580263	97.830072110054	4.5587152488078e-23	3.01348839174437e-22
DCDC1	DCDC1	3.79749706284797	1.74770232436567	97.8027094393027	4.62214701649627e-23	3.05434718462015e-22
MTFR1L	MTFR1L	-1.6214343656158	4.67839046102341	97.7955623640464	4.63886017836907e-23	3.06431616061819e-22
GABRE	GABRE	2.10684455262059	5.32488234487964	97.7875758466896	4.65760786446855e-23	3.07562163083928e-22
PSPH	PSPH	-2.11930094610508	4.3609793429889	97.7263839554241	4.80378817360463e-23	3.17103900012253e-22
CSNK1G1	CSNK1G1	0.9740621612187	6.12382869769977	97.7021994241236	4.86281950192538e-23	3.20888155850598e-22
TTC23L	TTC23L	4.46655466935226	1.71085462930052	97.6918277148291	4.88835729173619e-23	3.22460360333687e-22
SMAD4	SMAD4	-0.702319178755929	6.61733064170577	97.688599969738	4.89633215800872e-23	3.22873331693901e-22
MPV17	MPV17	-1.33799256414981	5.03708064333202	97.685744434773	4.90339824364799e-23	3.23226108234591e-22
CDK4	CDK4	-2.04021680319685	4.97666274312717	97.6616577836519	4.96340852121657e-23	3.27067434150005e-22
FGD5	FGD5	6.22974279819148	1.04508532325385	97.644405254835	5.00684303576115e-23	3.29814182904826e-22
ACVRL1	ACVRL1	-2.19604320443819	4.5454257069477	97.6167005213932	5.07738856886983e-23	3.3434426194939e-22
CRYGS	CRYGS	2.37106132586413	2.15415047410954	97.4822829719654	5.43403179638908e-23	3.57704022444584e-22
EP400	EP400	1.32091610422693	4.72491596006925	97.4632052749798	5.48664062626811e-23	3.61040890686609e-22
TOR1B	TOR1B	-1.70432705184936	5.4547238737279	97.4585144857147	5.49965382753683e-23	3.61770801725467e-22
HIVEP1	HIVEP1	0.868599608837299	5.60222607559127	97.4352078071886	5.5647704694337e-23	3.6592640450714e-22
FH	FH	-1.19118603475757	6.26000755681701	97.3234454113374	5.8879009829298e-23	3.8703957839971e-22
XPO7	XPO7	-0.920533857390262	5.7956080567285	97.3206205782507	5.89630692435082e-23	3.87456902673758e-22
FBXW2	FBXW2	-1.05893352645517	6.15424577281375	97.3195155024507	5.89959859726432e-23	3.8753798528873e-22
LONRF3	LONRF3	5.38496660882868	2.32167802117834	97.2817017760929	6.01334813990158e-23	3.94872334444793e-22
RASEF	RASEF	3.11772375287858	2.27944847169419	97.2668552313304	6.05860623535289e-23	3.97705581144653e-22
DDX24	DDX24	-0.797452237622114	7.33530414643193	97.2511141422839	6.10696341212619e-23	4.0074021582081e-22
MAX	MAX	0.874696412601352	6.06009180441865	97.2341175850292	6.15961097929495e-23	4.04054174758139e-22
CD38	CD38	6.4090597722756	0.382872502283358	97.1949818347836	6.28256816629929e-23	4.11976344971847e-22
TCF24	TCF24	5.79501211351679	0.361268712580395	97.1766727720981	6.34093175645546e-23	4.15658780958321e-22
YEATS4	YEATS4	-1.70679020331209	3.62017288584281	97.1727595151004	6.35347617009138e-23	4.16336175056823e-22
SPDYA	SPDYA	3.09152124050941	1.82613821945721	97.1549757565225	6.41079758558419e-23	4.19946264101937e-22
GNPDA2	GNPDA2	-0.854889500684921	5.49300502474507	97.0850288525746	6.64131634537648e-23	4.34895378068412e-22
SNX15	SNX15	3.11110993986836	1.60021518399082	97.0751907381629	6.67439739333685e-23	4.36909718834595e-22
ARHGEF38	ARHGEF38	3.68935011551243	1.36041298151519	97.0728227540623	6.68238441133294e-23	4.37280561565786e-22
RHOH	RHOH	8.1320854445391	0.431919022265124	97.0665501014986	6.70358779048871e-23	4.38515695930093e-22
SGPP2	SGPP2	3.64905854973413	1.40696448272003	97.0586541372094	6.73037412662889e-23	4.40115055301396e-22
CXADR	CXADR	3.12043529927968	1.55390897247108	96.980392091885	7.00172936965748e-23	4.57700691491702e-22
TMBIM1	TMBIM1	-1.32450194707214	7.2722155192881	96.9588926579466	7.07817119190939e-23	4.62537120254093e-22
TRAPPC1	TRAPPC1	-2.07012620197277	3.92706019642677	96.9537098042514	7.09672349430387e-23	4.63588600652878e-22
FRMD8	FRMD8	-1.63313546521499	5.59215645074334	96.9201084041441	7.21818697221146e-23	4.71359622911437e-22
FAM210A	FAM210A	0.990022290349053	5.14510567104162	96.9107995719932	7.25220316539333e-23	4.73416784103475e-22
GMFG	GMFG	4.48000577447273	1.80865750207957	96.8619604160787	7.43331539033455e-23	4.8507147867696e-22
MRPS34	MRPS34	-1.48930475558057	4.42219619902895	96.8331893840935	7.54211849083477e-23	4.92001099888782e-22
TPRG1L	TPRG1L	-1.72782860394523	5.30995761523914	96.79877468581	7.67435841642242e-23	5.00454266123558e-22
SLC5A5	SLC5A5	6.73669918316945	1.13746275673877	96.7334464778244	7.93179777812637e-23	5.17063162185718e-22
GPR115	GPR115	3.92085232149364	0.773870356409248	96.7017080290595	8.0599696297842e-23	5.25236706012892e-22
DLG4	DLG4	1.54378592308738	4.62571593672562	96.6982377738507	8.07410886907096e-23	5.25976106299597e-22
ITGA10	ITGA10	1.50346712213567	4.55642068719861	96.69241789865	8.09787713492557e-23	5.27342047310004e-22
ITGA9	ITGA9	3.76770306736284	3.22511342971904	96.6771897400786	8.16040031021916e-23	5.31229931014025e-22
KRT16	KRT16	3.0498992871489	2.07300423106177	96.660007259488	8.23152741472796e-23	5.35675037324021e-22
ZNF225	ZNF225	1.37396590976301	4.32486120890411	96.4995046714298	8.92661654779549e-23	5.80708011898558e-22
PPP5D1	PPP5D1	2.71167855291817	1.58718059073032	96.4743769315361	9.04063080412006e-23	5.87921961098042e-22
SETD1A	SETD1A	1.69054747816671	3.48230364075482	96.4459101056016	9.17155649552893e-23	5.96230319227809e-22
CNIH1	CNIH1	-1.17536391993686	6.48190592223387	96.4324922982449	9.23392411776706e-23	6.00077615286083e-22
DDX26B	DDX26B	1.69796367978468	4.31341390306208	96.4254637783342	9.26676265946509e-23	6.02003936411542e-22
SFXN3	SFXN3	-1.49572452494816	5.92450515035202	96.4107725050366	9.33578073461447e-23	6.06278477844808e-22
RHBDF1	RHBDF1	-1.4766940670569	5.14593021335751	96.3944993949502	9.41283043955635e-23	6.11071477656549e-22
ADAM10	ADAM10	-1.28683355519276	8.04809495078364	96.3597168511802	9.57965766592769e-23	6.21687432193026e-22
PVRL2	PVRL2	-1.68627416700663	4.92674694459984	96.1987629825549	1.03909801521089e-22	6.74107231156278e-22
SUPV3L1	SUPV3L1	1.2435515889199	5.53063983884376	96.1753128994893	1.05147881816959e-22	6.81904290034018e-22
RHOG	RHOG	-2.02481635389696	4.39155764029236	96.1653783084622	1.05676831933928e-22	6.85098718007456e-22
STXBP4	STXBP4	1.0312045530408	4.79993776494455	96.14994568937	1.0650379831812e-22	6.90222310297716e-22
SH3BGRL2	SH3BGRL2	1.91536302914422	2.98273781751225	96.147894640488	1.06614191221674e-22	6.90700056167107e-22
TMEM147	TMEM147	-2.14158692439729	5.01648464467117	96.1197328323018	1.08141559493718e-22	7.00354191865607e-22
HDAC7	HDAC7	-1.42830187006911	5.32023056161369	96.0968572956877	1.09398319151901e-22	7.08249757506961e-22
NAP1L3	NAP1L3	-3.78364393021826	3.46206538705796	96.0193707062513	1.13764913958805e-22	7.36266194015866e-22
SNRNP70	SNRNP70	0.794113119581	7.07201483983244	96.0166067350236	1.13923851314869e-22	7.37041529307089e-22
WDR44	WDR44	0.768816218336802	6.48999410645373	96.0159195333136	1.13963402114975e-22	7.37044214296474e-22
JMJD1C	JMJD1C	0.818289175891193	7.37180580650218	95.9660296738108	1.1687172990361e-22	7.55593988765769e-22
HMGCR	HMGCR	1.2819265018343	7.34610117873985	95.9244488522979	1.19352322338959e-22	7.71366604876329e-22
FZD1	FZD1	-2.23098483914103	5.28897554748879	95.9227310977238	1.19455923727429e-22	7.71771324719953e-22
RARS2	RARS2	0.990434170029168	6.89244239426885	95.9167862864353	1.19815162588273e-22	7.73826802820626e-22
PTPRQ	PTPRQ	3.3688593318611	2.40706612039058	95.892136683749	1.21316278347361e-22	7.83253160821338e-22
PSKH1	PSKH1	-1.7673234931506	4.1547567812825	95.8784174425141	1.22159888314279e-22	7.88429464229891e-22
VPS28	VPS28	-1.50876780643164	5.25688508691596	95.868404056072	1.22779323387828e-22	7.92155874396356e-22
DDX59	DDX59	-1.23217021668157	4.24270933363145	95.8403634950935	1.24530699558237e-22	8.03180364650777e-22
MYH7B	MYH7B	3.25920363037764	2.01450046843816	95.7988496641896	1.27169584470244e-22	8.19919474265016e-22
DNTTIP2	DNTTIP2	1.05933963515646	6.94967775877212	95.7635184322653	1.29459474686012e-22	8.34397770965663e-22
CD2BP2	CD2BP2	-0.970077437773952	6.28468449430013	95.7554595392326	1.2998753802698e-22	8.37514643743453e-22
COQ10B	COQ10B	-1.27234644065158	6.01739656936832	95.7357382756597	1.31288889338206e-22	8.45610004413964e-22
SPINK9	SPINK9	4.79363354183464	0.511027690853242	95.7094331524253	1.33044996475563e-22	8.56627835427101e-22
EMP1	EMP1	-2.93879570999736	8.51767947410258	95.7085074327904	1.3310722283452e-22	8.5673558702752e-22
ANKRD34B	ANKRD34B	5.43942188170524	0.550986361686597	95.7040151749391	1.33409603539991e-22	8.58388474024137e-22
ZADH2	ZADH2	-1.78556504024209	5.13699234266992	95.6750078169813	1.35378743336232e-22	8.70760885673245e-22
PSAP	PSAP	-1.98513970398523	9.46984945345827	95.6559621437022	1.3668742589667e-22	8.78878215060423e-22
TSPYL5	TSPYL5	-2.6843650579609	4.98080431421526	95.6489282415441	1.37173938410279e-22	8.81705386375694e-22
CDC42BPB	CDC42BPB	-0.81507970779254	6.48701116059523	95.622659120516	1.39006252107264e-22	8.93178009531253e-22
KLHDC3	KLHDC3	-1.24460699347344	5.82517509647842	95.5987784090093	1.40693204730609e-22	9.03709114833408e-22
BAALC	BAALC	-2.11686087598006	5.66674300344479	95.4264529477003	1.53488943531543e-22	9.85563339082699e-22
GPR83	GPR83	3.84181859526941	2.06623594738723	95.3943336023258	1.55999557939474e-22	1.0013427657376e-21
XPOT	XPOT	-1.35469594916466	8.44244181563803	95.3742175758417	1.57592806251159e-22	1.01122498130429e-21
RPL7L1	RPL7L1	-0.918232062083859	7.37058558984227	95.3592029056636	1.58792610777178e-22	1.01857671620116e-21
CRHR2	CRHR2	5.54602770177978	1.0694027925592	95.3155870570526	1.6232997078634e-22	1.04091261144676e-21
UBAC2	UBAC2	-1.57393718133379	5.16704507861158	95.3129614426056	1.62545412801017e-22	1.04193933263497e-21
PMEPA1	PMEPA1	-2.9931165262767	5.48812254328853	95.3106695152054	1.62733708246099e-22	1.04279140095229e-21
SARS	SARS	-0.687836377176396	8.20446257896935	95.2939961123712	1.64110109947442e-22	1.05125363967353e-21
THOC1	THOC1	1.44088683597688	5.60610428044622	95.2811833760286	1.65175717605612e-22	1.05771992168191e-21
TUBB2B	TUBB2B	1.42574911437912	4.44148235851924	95.2662744242564	1.66424377765475e-22	1.06535360518599e-21
SIVA1	SIVA1	-2.14578326406201	4.45931222196849	95.2389166164213	1.68740268678339e-22	1.07950323538009e-21
BCL7B	BCL7B	-1.65759860229644	4.65019444615964	95.2388094457944	1.68749403969574e-22	1.07950323538009e-21
SMURF1	SMURF1	1.07460865969202	5.93339028106012	95.2337370743998	1.69182342318155e-22	1.08190528111301e-21
CEL	CEL	3.39341818987568	0.852841083603517	95.1962567644651	1.7241599351989e-22	1.10220991376785e-21
ARC	ARC	6.21334983541536	3.6108995309347	95.1701245326013	1.74707084630774e-22	1.11647727344804e-21
NPHS1	NPHS1	7.43278821498606	0.222644114189825	95.135652445153	1.77776000246963e-22	1.13570400700511e-21
ZNF800	ZNF800	0.953843525303014	6.27693366999453	95.1061783455072	1.80442688708556e-22	1.15234898489258e-21
MRPS33	MRPS33	-1.35149006015438	4.29750434721343	95.0924962124143	1.81694149621594e-22	1.15994776943169e-21
FAM26E	FAM26E	-1.66031097988446	5.48984902564358	94.9986905630445	1.90511241294392e-22	1.21582453652907e-21
AHI1	AHI1	1.12277276661893	6.28066162708504	94.9438972106124	1.9585813064267e-22	1.24952444932026e-21
MYLK3	MYLK3	4.22775886795738	1.05062387426276	94.9400073931036	1.96243367020431e-22	1.25155818865417e-21
NSUN4	NSUN4	0.905474772643523	5.08775088152629	94.8962871905651	2.00625773291069e-22	1.27907420053849e-21
NTM	NTM	-1.73996761126289	5.06065130029487	94.8817085062371	2.02108760382588e-22	1.28776780006132e-21
USP42	USP42	1.37296309188318	4.39564631141965	94.8815382772147	2.02126141187344e-22	1.28776780006132e-21
DFFA	DFFA	-1.41778954583557	5.57421339297608	94.8520274177028	2.0516197999906e-22	1.30666742283473e-21
MYRFL	MYRFL	7.91936561104078	0.440897026860058	94.847803373432	2.05600230784327e-22	1.30901593859406e-21
CSNK1G3	CSNK1G3	1.21849306733567	7.31933214763875	94.8400994644622	2.06401935228871e-22	1.3136761223945e-21
EIF1AX	EIF1AX	-0.930646059949595	7.2936628034062	94.8174180519094	2.0878046822663e-22	1.32836572909194e-21
DNAJB6	DNAJB6	1.01371563766273	7.64945986923426	94.738407053973	2.17282264146454e-22	1.38199151660594e-21
SLC6A6	SLC6A6	-1.605202567123	6.19804447512167	94.7338292106434	2.17785332067344e-22	1.38472355125736e-21
IL18BP	IL18BP	2.09085104112618	2.28776101143635	94.7043068655482	2.21057698640012e-22	1.40505556479492e-21
FCAMR	FCAMR	7.28226579109376	0.036795442410949	94.6936834149007	2.22247235738483e-22	1.41213974043956e-21
CLEC18B	CLEC18B	3.98153189329919	1.13130999854755	94.6066841590848	2.32232822353127e-22	1.47508962677114e-21
SCN11A	SCN11A	4.86845529605032	0.757824219499268	94.5481719250163	2.39199909802508e-22	1.51883071520925e-21
UBE2E3	UBE2E3	-1.34639944276987	6.28602238477171	94.5427449771456	2.39856599297008e-22	1.52248713669044e-21
SRP68	SRP68	0.9359501616379	5.94033712979504	94.5332823286374	2.4100594617836e-22	1.52926717802461e-21
EFS	EFS	-2.08632959182406	4.02085737193561	94.4943834397809	2.45788815593255e-22	1.55909086024512e-21
TMEM106B	TMEM106B	-1.57261128398348	6.46347238803215	94.4880815452745	2.46572561329938e-22	1.56353570623795e-21
CHMP1A	CHMP1A	-1.16778335692529	5.98889994154133	94.4460480406677	2.51864455382523e-22	1.59655445581254e-21
SLC9A8	SLC9A8	1.33520096451959	4.42100271595118	94.3973770315323	2.58134073144874e-22	1.6357466351068e-21
TMEM38A	TMEM38A	3.12886731644852	1.30486356008666	94.3357807052443	2.66292962914661e-22	1.68688038027979e-21
MFF	MFF	-1.30010241905998	5.6342823000419	94.3051791278312	2.70441769865361e-22	1.71258569330005e-21
ZNHIT1	ZNHIT1	-1.40969735736945	5.68859789537735	94.3030218911648	2.70736664829387e-22	1.71387684327121e-21
RECQL	RECQL	-0.725380701563536	6.96995158476898	94.2665651202586	2.75769246211897e-22	1.74514859338328e-21
CRY2	CRY2	1.32483492286198	5.32838669417938	94.2536166432654	2.77579114357026e-22	1.75601191155051e-21
GPLD1	GPLD1	3.63215953306874	1.95320329707702	94.1991277392299	2.85326387682839e-22	1.80441633956713e-21
C12orf40	C12orf40	5.38958994705993	0.455717754390502	94.1856836643994	2.8727090968248e-22	1.8161037401981e-21
SLC3A2	SLC3A2	-1.68449355012005	7.47111072565336	94.169076345826	2.8969126611493e-22	1.8307904747458e-21
PAN2	PAN2	1.12850551828827	4.64924879795936	94.1521034214791	2.9218598254765e-22	1.84593713831596e-21
KLHL32	KLHL32	4.34461176052945	1.10021365259538	94.1345460749043	2.94789211606822e-22	1.86175896116408e-21
NSMCE1	NSMCE1	-1.23931573810382	4.8911022592852	94.1282187939366	2.95733033766694e-22	1.86685787696765e-21
ANKRD62	ANKRD62	6.43456775064283	0.241070011482594	94.1278052691671	2.95794823175886e-22	1.86685787696765e-21
NOM1	NOM1	1.22790601478363	5.66030341386921	94.1167238225264	2.97455445419474e-22	1.87670968294303e-21
KCTD15	KCTD15	-2.02785354963612	4.87428434131526	94.0873971869086	3.01895352802166e-22	1.90408411899638e-21
ZBTB5	ZBTB5	1.22454579645234	5.12767953033634	94.0766664862151	3.03536440156612e-22	1.91379369851673e-21
ENOPH1	ENOPH1	-1.55535962007213	5.11048885497511	94.0195588745713	3.12421408975525e-22	1.9691540814043e-21
ZNF224	ZNF224	2.0103310087847	2.63134437935339	93.9204802150842	3.28457939730633e-22	2.06953776478655e-21
MUC2	MUC2	7.79018616856456	0.418729750756787	93.9107406739214	3.30078124027078e-22	2.07905060528494e-21
EML5	EML5	1.79886687521557	4.36433363521824	93.9076357706837	3.30596306852755e-22	2.08161827046404e-21
DYNC1I2	DYNC1I2	-0.930780547869766	7.29465733059392	93.9043039607756	3.31153263595466e-22	2.08442827984406e-21
DNAJC2	DNAJC2	1.09912832755414	5.78832928966617	93.875887806789	3.35941702274797e-22	2.11386237184806e-21
CKB	CKB	1.78758623642304	5.26411060751154	93.8419619141037	3.41749377336504e-22	2.14968805056058e-21
UROD	UROD	-0.912719194977592	6.03569543759582	93.8376500034206	3.42494677818566e-22	2.15365685053658e-21
SERPINE1	SERPINE1	-4.55813404996998	11.3675906444786	93.8170741601594	3.46073598805746e-22	2.17543527580394e-21
SMUG1	SMUG1	-1.68712037108673	3.98560557244935	93.8061696653403	3.47985445110852e-22	2.18672335261017e-21
SH3KBP1	SH3KBP1	-0.888394458454457	6.59156578699807	93.7880705005668	3.51182054173704e-22	2.20607459181233e-21
DOCK1	DOCK1	0.822079237726029	7.62702808942413	93.7848718462285	3.51750035257717e-22	2.20890577326062e-21
MFAP4	MFAP4	-2.99138370856338	5.26219925792989	93.7536678282556	3.57339324532397e-22	2.24325716630621e-21
LY75	LY75	4.50169828013544	1.49347020572341	93.7430167205399	3.59267425176815e-22	2.25460960291735e-21
CXXC5	CXXC5	-3.04637702812318	5.68045842477127	93.7027561182704	3.66650015980227e-22	2.30017313489528e-21
IL13RA2	IL13RA2	-2.78479616566258	4.00162380542035	93.6635362370583	3.73987649205272e-22	2.34542437478618e-21
CD96	CD96	4.45767950436536	1.0874477211939	93.6348410958571	3.79449090778727e-22	2.3788830647922e-21
NUP160	NUP160	0.920632608659906	6.45541335081375	93.6335969491825	3.79687680670632e-22	2.3795867188253e-21
OR52N4	OR52N4	6.36514618221931	0.262863139441202	93.6265951067998	3.81033224552041e-22	2.38722512241802e-21
SNX12	SNX12	-1.43144868998298	6.12659440262625	93.5931991379567	3.87516843729191e-22	2.42703848285728e-21
ID3	ID3	-2.03716779554406	7.54407142517873	93.5072271769195	4.04719994416687e-22	2.53394004483027e-21
KCTD11	KCTD11	-1.72905631926784	4.15238487168111	93.4898825026323	4.08282224274809e-22	2.5553465787138e-21
UBE2Q1	UBE2Q1	-1.00965523022147	5.88015757043993	93.4892611976386	4.08410407366247e-22	2.5553465787138e-21
CGN	CGN	6.03008960207177	0.762725509253448	93.4833752893763	4.09626743513529e-22	2.56210576572245e-21
NDUFA2	NDUFA2	-1.39289995550654	3.71179329940619	93.4504181384638	4.16504663093906e-22	2.60426039842216e-21
UHRF2	UHRF2	0.854659423090091	6.95236045522379	93.4484507877072	4.16918869374205e-22	2.60598508693143e-21
ZC2HC1B	ZC2HC1B	4.08325627015056	0.702555058012158	93.3811067158777	4.3134869674953e-22	2.69528533705504e-21
UNC13C	UNC13C	7.19885799675463	-0.159896915030705	93.3629583633514	4.35322086256861e-22	2.71921089568009e-21
